review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
cocok kulit wajah melembabkan ed beli stok mumpung diskon,"{'classified_text': 'cocok [3] kulit wajah melembabkan ed beli stok mumpung diskon', 'tweet_text': ' cocok kulit wajah melembabkan ed beli stok mumpung diskon', 'sentence_score': ['cocok [3] kulit wajah melembabkan ed beli stok mumpung diskon'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit wajah melembabkan ed beli stok mumpung diskon, cocok kulit wajah melembabkan ed beli stok mumpung diskon,['cocok [3] kulit wajah melembabkan ed beli stok mumpung diskon'],3,-1,positif
tipe kulit normal alhamdulillah cocok sajja thank you for everyone hulu hilir thanks lot kasih diskon moga laris sukses ya love all,"{'classified_text': 'tipe kulit normal [-1] alhamdulillah cocok [3] sajja thank you for everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] ya love all', 'tweet_text': ' tipe kulit normal alhamdulillah cocok sajja thank you for everyone hulu hilir thanks lot kasih diskon moga laris sukses ya love all', 'sentence_score': ['tipe kulit normal [-1] alhamdulillah cocok [3] sajja thank you for everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] ya love all'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit normal [-1] alhamdulillah cocok [3] sajja thank you for everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] ya love all, tipe kulit normal alhamdulillah cocok sajja thank you for everyone hulu hilir thanks lot kasih diskon moga laris sukses ya love all,['tipe kulit normal [-1] alhamdulillah cocok [3] sajja thank you for everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] ya love all'],4,-1,positif
tipe kulit minyak cocok,"{'classified_text': 'tipe kulit minyak cocok [3]', 'tweet_text': ' tipe kulit minyak cocok', 'sentence_score': ['tipe kulit minyak cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak cocok [3], tipe kulit minyak cocok,['tipe kulit minyak cocok [3]'],3,-1,positif
cocok pakai alpha arbutin coba tipe kulit sensitif kulit pori,"{'classified_text': 'cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori', 'tweet_text': ' cocok pakai alpha arbutin coba tipe kulit sensitif kulit pori', 'sentence_score': ['cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori, cocok pakai alpha arbutin coba tipe kulit sensitif kulit pori,['cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori'],3,-2,positif
toner exfo mantap,"{'classified_text': 'toner exfo mantap [4]', 'tweet_text': ' toner exfo mantap', 'sentence_score': ['toner exfo mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",toner exfo mantap [4], toner exfo mantap,['toner exfo mantap [4]'],4,-1,positif
repurchase sekian kali harga bawah mantap avo,"{'classified_text': 'repurchase sekian kali harga bawah [-1] mantap [4] avo', 'tweet_text': ' repurchase sekian kali harga bawah mantap avo', 'sentence_score': ['repurchase sekian kali harga bawah [-1] mantap [4] avo'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",repurchase sekian kali harga bawah [-1] mantap [4] avo, repurchase sekian kali harga bawah mantap avo,['repurchase sekian kali harga bawah [-1] mantap [4] avo'],4,-1,positif
pesan terima emas aman terima kasih,"{'classified_text': 'pesan terima emas [4] aman [5] terima kasih [4]', 'tweet_text': ' pesan terima emas aman terima kasih', 'sentence_score': ['pesan terima emas [4] aman [5] terima kasih [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pesan terima emas [4] aman [5] terima kasih [4], pesan terima emas aman terima kasih,['pesan terima emas [4] aman [5] terima kasih [4]'],5,-1,positif
tekstur nya ringan gampang blend nyaman kulit acneprone oily parah moga cocok ubah biar next order tipe kulit sensitif kulit jerawat kulit pori tipe kulit minyak tipe kulit kering,"{'classified_text': 'tekstur nya ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah biar next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering', 'tweet_text': ' tekstur nya ringan gampang blend nyaman kulit acneprone oily parah moga cocok ubah biar next order tipe kulit sensitif kulit jerawat kulit pori tipe kulit minyak tipe kulit kering', 'sentence_score': ['tekstur nya ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah biar next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",tekstur nya ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah biar next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering, tekstur nya ringan gampang blend nyaman kulit acneprone oily parah moga cocok ubah biar next order tipe kulit sensitif kulit jerawat kulit pori tipe kulit minyak tipe kulit kering,['tekstur nya ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah biar next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering'],4,-5,negatif
coba moga cocok terima kasih seller fan tokped tipe kulit kering,"{'classified_text': 'coba moga cocok [3] terima kasih [4] seller fan tokped tipe kulit kering', 'tweet_text': ' coba moga cocok terima kasih seller fan tokped tipe kulit kering', 'sentence_score': ['coba moga cocok [3] terima kasih [4] seller fan tokped tipe kulit kering'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] terima kasih [4] seller fan tokped tipe kulit kering, coba moga cocok terima kasih seller fan tokped tipe kulit kering,['coba moga cocok [3] terima kasih [4] seller fan tokped tipe kulit kering'],4,-1,positif
ingredients nya bikin penasaran pengin coba repurchase produk avo cocok aaaa,"{'classified_text': 'ingredients nya bikin penasaran pengin coba repurchase produk avo cocok [3] a [2]', 'tweet_text': ' ingredients nya bikin penasaran pengin coba repurchase produk avo cocok a', 'sentence_score': ['ingredients nya bikin penasaran pengin coba repurchase produk avo cocok [3] a [2]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ingredients nya bikin penasaran pengin coba repurchase produk avo cocok [3] a [2], ingredients nya bikin penasaran pengin coba repurchase produk avo cocok a,['ingredients nya bikin penasaran pengin coba repurchase produk avo cocok [3] a [2]'],3,-1,positif
kirim banget tolong ganti kurir,"{'classified_text': 'kirim banget tolong ganti kurir', 'tweet_text': ' kirim banget tolong ganti kurir', 'sentence_score': ['kirim banget tolong ganti kurir'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim banget tolong ganti kurir, kirim banget tolong ganti kurir,['kirim banget tolong ganti kurir'],1,-1,netral
emas oke moga cocok,"{'classified_text': 'emas [4] oke [4] moga cocok [3]', 'tweet_text': ' emas oke moga cocok', 'sentence_score': ['emas [4] oke [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",emas [4] oke [4] moga cocok [3], emas oke moga cocok,['emas [4] oke [4] moga cocok [3]'],4,-1,positif
ok moga cocok,"{'classified_text': 'ok [1] moga cocok [3]', 'tweet_text': ' ok moga cocok', 'sentence_score': ['ok [1] moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ok [1] moga cocok [3], ok moga cocok,['ok [1] moga cocok [3]'],3,-1,positif
bintang pertama dikirimin expired beli harga normal beli chat beda harga normal sale sale expired normal expired return ganti expired proses return nya ribet banget expedisi sicepat pick up maksud teliti buang urus return nya moga depan teliti ya packing aman bagus admin responsive thank you,"{'classified_text': 'bintang pertama dikirimin expired beli harga normal [-1] beli chat beda harga normal [-1] sale sale expired normal [-1] expired return ganti expired proses return nya ribet banget expedisi sicepat pick up maksud teliti buang [-3] urus return nya moga depan teliti ya packing aman [4] bagus [5] admin responsive thank you', 'tweet_text': ' bintang pertama dikirimin expired beli harga normal beli chat beda harga normal sale sale expired normal expired return ganti expired proses return nya ribet banget expedisi sicepat pick up maksud teliti buang urus return nya moga depan teliti ya packing aman bagus admin responsive thank you', 'sentence_score': ['bintang pertama dikirimin expired beli harga normal [-1] beli chat beda harga normal [-1] sale sale expired normal [-1] expired return ganti expired proses return nya ribet banget expedisi sicepat pick up maksud teliti buang [-3] urus return nya moga depan teliti ya packing aman [4] bagus [5] admin responsive thank you'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",bintang pertama dikirimin expired beli harga normal [-1] beli chat beda harga normal [-1] sale sale expired normal [-1] expired return ganti expired proses return nya ribet banget expedisi sicepat pick up maksud teliti buang [-3] urus return nya moga depan teliti ya packing aman [4] bagus [5] admin responsive thank you, bintang pertama dikirimin expired beli harga normal beli chat beda harga normal sale sale expired normal expired return ganti expired proses return nya ribet banget expedisi sicepat pick up maksud teliti buang urus return nya moga depan teliti ya packing aman bagus admin responsive thank you,['bintang pertama dikirimin expired beli harga normal [-1] beli chat beda harga normal [-1] sale sale expired normal [-1] expired return ganti expired proses return nya ribet banget expedisi sicepat pick up maksud teliti buang [-3] urus return nya moga depan teliti ya packing aman [4] bagus [5] admin responsive thank you'],5,-3,positif
packing aman expired,"{'classified_text': 'packing aman [4] expired', 'tweet_text': ' packing aman expired', 'sentence_score': ['packing aman [4] expired'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packing aman [4] expired, packing aman expired,['packing aman [4] expired'],4,-1,positif
huhu serum nya cepat banget kirim beli harga diskon pakai moga cocok muka ku tipe kulit normal,"{'classified_text': 'huhu serum nya cepat [5] banget kirim beli harga diskon pakai moga cocok [3] muka ku tipe kulit normal [-1]', 'tweet_text': ' huhu serum nya cepat banget kirim beli harga diskon pakai moga cocok muka ku tipe kulit normal', 'sentence_score': ['huhu serum nya cepat [5] banget kirim beli harga diskon pakai moga cocok [3] muka ku tipe kulit normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",huhu serum nya cepat [5] banget kirim beli harga diskon pakai moga cocok [3] muka ku tipe kulit normal [-1], huhu serum nya cepat banget kirim beli harga diskon pakai moga cocok muka ku tipe kulit normal,['huhu serum nya cepat [5] banget kirim beli harga diskon pakai moga cocok [3] muka ku tipe kulit normal [-1]'],5,-1,positif
tipe kulit sensitif,"{'classified_text': 'tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit sensitif', 'sentence_score': ['tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit sensitif [-2], tipe kulit sensitif,['tipe kulit sensitif [-2]'],1,-2,negatif
paket lempar kurir ya tulis fragile dus,"{'classified_text': 'paket lempar kurir ya tulis fragile dus', 'tweet_text': ' paket lempar kurir ya tulis fragile dus', 'sentence_score': ['paket lempar kurir ya tulis fragile dus'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",paket lempar kurir ya tulis fragile dus, paket lempar kurir ya tulis fragile dus,['paket lempar kurir ya tulis fragile dus'],1,-1,netral
barang kali coba moga cocok,"{'classified_text': 'barang kali coba moga cocok [3]', 'tweet_text': ' barang kali coba moga cocok', 'sentence_score': ['barang kali coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang kali coba moga cocok [3], barang kali coba moga cocok,['barang kali coba moga cocok [3]'],3,-1,positif
serum baik baik skin barier rusak pakai serum hasil jerawat muncul kulit rewel please produksi serum pakai kulit,"{'classified_text': 'serum baik [4] baik [5] skin barier rusak [-4] pakai serum hasil jerawat muncul kulit rewel [-2] please produksi serum pakai kulit', 'tweet_text': ' serum baik baik skin barier rusak pakai serum hasil jerawat muncul kulit rewel please produksi serum pakai kulit', 'sentence_score': ['serum baik [4] baik [5] skin barier rusak [-4] pakai serum hasil jerawat muncul kulit rewel [-2] please produksi serum pakai kulit'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",serum baik [4] baik [5] skin barier rusak [-4] pakai serum hasil jerawat muncul kulit rewel [-2] please produksi serum pakai kulit, serum baik baik skin barier rusak pakai serum hasil jerawat muncul kulit rewel please produksi serum pakai kulit,['serum baik [4] baik [5] skin barier rusak [-4] pakai serum hasil jerawat muncul kulit rewel [-2] please produksi serum pakai kulit'],5,-4,positif
cari alternatif ingredients samar bekas jerawat cocok vit niacin alpha arbutin,"{'classified_text': 'cari alternatif ingredients samar [-2] bekas [-5] jerawat cocok [3] vit niacin alpha arbutin', 'tweet_text': ' cari alternatif ingredients samar bekas jerawat cocok vit niacin alpha arbutin', 'sentence_score': ['cari alternatif ingredients samar [-2] bekas [-5] jerawat cocok [3] vit niacin alpha arbutin'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",cari alternatif ingredients samar [-2] bekas [-5] jerawat cocok [3] vit niacin alpha arbutin, cari alternatif ingredients samar bekas jerawat cocok vit niacin alpha arbutin,['cari alternatif ingredients samar [-2] bekas [-5] jerawat cocok [3] vit niacin alpha arbutin'],3,-5,negatif
pakai ngefek banget kulit bikin lembab beruntus dibarengin refining tonernya,"{'classified_text': 'pakai ngefek banget kulit bikin lembab beruntus dibarengin refining tonernya', 'tweet_text': ' pakai ngefek banget kulit bikin lembab beruntus dibarengin refining tonernya', 'sentence_score': ['pakai ngefek banget kulit bikin lembab beruntus dibarengin refining tonernya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pakai ngefek banget kulit bikin lembab beruntus dibarengin refining tonernya, pakai ngefek banget kulit bikin lembab beruntus dibarengin refining tonernya,['pakai ngefek banget kulit bikin lembab beruntus dibarengin refining tonernya'],1,-1,netral
tipe kulit minyak kulit jerawat,"{'classified_text': 'tipe kulit minyak kulit jerawat', 'tweet_text': ' tipe kulit minyak kulit jerawat', 'sentence_score': ['tipe kulit minyak kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak kulit jerawat, tipe kulit minyak kulit jerawat,['tipe kulit minyak kulit jerawat'],1,-1,netral
tipe kulit normal cepat resap kulit,"{'classified_text': 'tipe kulit normal [-1] cepat [4] resap kulit', 'tweet_text': ' tipe kulit normal cepat resap kulit', 'sentence_score': ['tipe kulit normal [-1] cepat [4] resap kulit'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit normal [-1] cepat [4] resap kulit, tipe kulit normal cepat resap kulit,['tipe kulit normal [-1] cepat [4] resap kulit'],4,-1,positif
bagus suka,"{'classified_text': 'bagus [4] suka [5]', 'tweet_text': ' bagus suka', 'sentence_score': ['bagus [4] suka [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] suka [5], bagus suka,['bagus [4] suka [5]'],5,-1,positif
pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang produk bagus guna avoskin,"{'classified_text': 'pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna avoskin', 'tweet_text': ' pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang produk bagus guna avoskin', 'sentence_score': ['pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna avoskin'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna avoskin, pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang produk bagus guna avoskin,['pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna avoskin'],4,-4,netral
pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang,"{'classified_text': 'pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4]', 'tweet_text': ' pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang', 'sentence_score': ['pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4], pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang,['pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4]'],4,-4,netral
pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang produk bagus guna setia avoskin,"{'classified_text': 'pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna setia [5] avoskin', 'tweet_text': ' pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang produk bagus guna setia avoskin', 'sentence_score': ['pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna setia [5] avoskin'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna setia [5] avoskin, pesan tanggal kirim tanggal tanggal bawa terbang kecewa kali layan senang produk bagus guna setia avoskin,['pesan tanggal kirim tanggal tanggal bawa terbang kecewa [-4] kali layan senang [4] produk bagus [4] guna setia [5] avoskin'],5,-4,positif
oke banget sih admin detail,"{'classified_text': 'oke [4] banget sih admin detail', 'tweet_text': ' oke banget sih admin detail', 'sentence_score': ['oke [4] banget sih admin detail'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",oke [4] banget sih admin detail, oke banget sih admin detail,['oke [4] banget sih admin detail'],4,-1,positif
produk bungkus kardus bolong bolong bikin trigger trypophobia norak banget,"{'classified_text': 'produk bungkus kardus bolong bolong bikin trigger trypophobia norak [-6] banget', 'tweet_text': ' produk bungkus kardus bolong bolong bikin trigger trypophobia norak banget', 'sentence_score': ['produk bungkus kardus bolong bolong bikin trigger trypophobia norak [-6] banget'], 'max_positive': 1, 'max_negative': -6, 'kelas': 'negatif'}",produk bungkus kardus bolong bolong bikin trigger trypophobia norak [-6] banget, produk bungkus kardus bolong bolong bikin trigger trypophobia norak banget,['produk bungkus kardus bolong bolong bikin trigger trypophobia norak [-6] banget'],1,-6,negatif
ringan muka cocok kulit minyak pakai minggu aman muka,"{'classified_text': 'ringan muka cocok [3] kulit minyak pakai minggu aman [4] muka', 'tweet_text': ' ringan muka cocok kulit minyak pakai minggu aman muka', 'sentence_score': ['ringan muka cocok [3] kulit minyak pakai minggu aman [4] muka'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",ringan muka cocok [3] kulit minyak pakai minggu aman [4] muka, ringan muka cocok kulit minyak pakai minggu aman muka,['ringan muka cocok [3] kulit minyak pakai minggu aman [4] muka'],4,-1,positif
kali coba moga cocok,"{'classified_text': 'kali coba moga cocok [3]', 'tweet_text': ' kali coba moga cocok', 'sentence_score': ['kali coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",kali coba moga cocok [3], kali coba moga cocok,['kali coba moga cocok [3]'],3,-1,positif
mantap puas,"{'classified_text': 'mantap [4] puas [4]', 'tweet_text': ' mantap puas', 'sentence_score': ['mantap [4] puas [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] puas [4], mantap puas,['mantap [4] puas [4]'],4,-1,positif
coba,"{'classified_text': 'coba', 'tweet_text': ' coba', 'sentence_score': ['coba'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba, coba,['coba'],1,-1,netral
pesan sesuai gambar,"{'classified_text': 'pesan sesuai [3] gambar', 'tweet_text': ' pesan sesuai gambar', 'sentence_score': ['pesan sesuai [3] gambar'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pesan sesuai [3] gambar, pesan sesuai gambar,['pesan sesuai [3] gambar'],3,-1,positif
avoskin seri miraculous ragu sih repurchase botol botol packagingnya botol plastik botol kaca teman teman kulit kusam whitehead blackhead wajib produk sih best,"{'classified_text': 'avoskin seri miraculous ragu sih repurchase botol botol packagingnya botol plastik botol kaca teman teman kulit kusam [-3] whitehead blackhead wajib produk sih best', 'tweet_text': ' avoskin seri miraculous ragu sih repurchase botol botol packagingnya botol plastik botol kaca teman teman kulit kusam whitehead blackhead wajib produk sih best', 'sentence_score': ['avoskin seri miraculous ragu sih repurchase botol botol packagingnya botol plastik botol kaca teman teman kulit kusam [-3] whitehead blackhead wajib produk sih best'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",avoskin seri miraculous ragu sih repurchase botol botol packagingnya botol plastik botol kaca teman teman kulit kusam [-3] whitehead blackhead wajib produk sih best, avoskin seri miraculous ragu sih repurchase botol botol packagingnya botol plastik botol kaca teman teman kulit kusam whitehead blackhead wajib produk sih best,['avoskin seri miraculous ragu sih repurchase botol botol packagingnya botol plastik botol kaca teman teman kulit kusam [-3] whitehead blackhead wajib produk sih best'],1,-3,negatif
bismillah moga cocok,"{'classified_text': 'bismillah moga cocok [3]', 'tweet_text': ' bismillah moga cocok', 'sentence_score': ['bismillah moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bismillah moga cocok [3], bismillah moga cocok,['bismillah moga cocok [3]'],3,-1,positif
harga murce pakai voc beli lokal coba moga cocok,"{'classified_text': 'harga murce pakai voc beli lokal coba moga cocok [3]', 'tweet_text': ' harga murce pakai voc beli lokal coba moga cocok', 'sentence_score': ['harga murce pakai voc beli lokal coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",harga murce pakai voc beli lokal coba moga cocok [3], harga murce pakai voc beli lokal coba moga cocok,['harga murce pakai voc beli lokal coba moga cocok [3]'],3,-1,positif
pakai mantul banget serum alpha malam pakai pagi glowing,"{'classified_text': 'pakai mantul banget serum alpha malam pakai pagi glowing', 'tweet_text': ' pakai mantul banget serum alpha malam pakai pagi glowing', 'sentence_score': ['pakai mantul banget serum alpha malam pakai pagi glowing'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pakai mantul banget serum alpha malam pakai pagi glowing, pakai mantul banget serum alpha malam pakai pagi glowing,['pakai mantul banget serum alpha malam pakai pagi glowing'],1,-1,netral
clearance sale produk exp mantap,"{'classified_text': 'clearance sale produk exp mantap [4]', 'tweet_text': ' clearance sale produk exp mantap', 'sentence_score': ['clearance sale produk exp mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",clearance sale produk exp mantap [4], clearance sale produk exp mantap,['clearance sale produk exp mantap [4]'],4,-1,positif
pakai minggu lumayan ngaruh tipe kulit wajah minyak,"{'classified_text': 'pakai minggu lumayan [2] ngaruh tipe kulit wajah minyak', 'tweet_text': ' pakai minggu lumayan ngaruh tipe kulit wajah minyak', 'sentence_score': ['pakai minggu lumayan [2] ngaruh tipe kulit wajah minyak'], 'max_positive': 2, 'max_negative': -1, 'kelas': 'positif'}",pakai minggu lumayan [2] ngaruh tipe kulit wajah minyak, pakai minggu lumayan ngaruh tipe kulit wajah minyak,['pakai minggu lumayan [2] ngaruh tipe kulit wajah minyak'],2,-1,positif
pakai produk,"{'classified_text': 'pakai produk', 'tweet_text': ' pakai produk', 'sentence_score': ['pakai produk'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pakai produk, pakai produk,['pakai produk'],1,-1,netral
pliket kulit timbul jerawat tipe kulit kombinasi,"{'classified_text': 'pliket kulit timbul jerawat tipe kulit kombinasi', 'tweet_text': ' pliket kulit timbul jerawat tipe kulit kombinasi', 'sentence_score': ['pliket kulit timbul jerawat tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pliket kulit timbul jerawat tipe kulit kombinasi, pliket kulit timbul jerawat tipe kulit kombinasi,['pliket kulit timbul jerawat tipe kulit kombinasi'],1,-1,netral
the best terima kasih ya,"{'classified_text': 'the best terima kasih [4] ya', 'tweet_text': ' the best terima kasih ya', 'sentence_score': ['the best terima kasih [4] ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",the best terima kasih [4] ya, the best terima kasih ya,['the best terima kasih [4] ya'],4,-1,positif
andal beruntus,"{'classified_text': 'andal beruntus', 'tweet_text': ' andal beruntus', 'sentence_score': ['andal beruntus'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",andal beruntus, andal beruntus,['andal beruntus'],1,-1,netral
produk original muas,"{'classified_text': 'produk original muas', 'tweet_text': ' produk original muas', 'sentence_score': ['produk original muas'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",produk original muas, produk original muas,['produk original muas'],1,-1,netral
kecewa pesan sesuai deskripsi display foto pesan mes paket skincare loveable exfoliating kit for oily isi skincare salycylic acid serum moisturizer lactic acid sesuai pes moisturizernya salah lupa me record vidio unboxing aju complain moga tim avoskin teliti,"{'classified_text': 'kecewa [-3] pesan sesuai [3] deskripsi display foto pesan mes paket skincare loveable exfoliating kit for oily isi skincare salycylic acid serum moisturizer lactic acid sesuai [3] pes moisturizernya salah [-4] lupa me record vidio unboxing aju complain moga tim avoskin teliti', 'tweet_text': ' kecewa pesan sesuai deskripsi display foto pesan mes paket skincare loveable exfoliating kit for oily isi skincare salycylic acid serum moisturizer lactic acid sesuai pes moisturizernya salah lupa me record vidio unboxing aju complain moga tim avoskin teliti', 'sentence_score': ['kecewa [-3] pesan sesuai [3] deskripsi display foto pesan mes paket skincare loveable exfoliating kit for oily isi skincare salycylic acid serum moisturizer lactic acid sesuai [3] pes moisturizernya salah [-4] lupa me record vidio unboxing aju complain moga tim avoskin teliti'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",kecewa [-3] pesan sesuai [3] deskripsi display foto pesan mes paket skincare loveable exfoliating kit for oily isi skincare salycylic acid serum moisturizer lactic acid sesuai [3] pes moisturizernya salah [-4] lupa me record vidio unboxing aju complain moga tim avoskin teliti, kecewa pesan sesuai deskripsi display foto pesan mes paket skincare loveable exfoliating kit for oily isi skincare salycylic acid serum moisturizer lactic acid sesuai pes moisturizernya salah lupa me record vidio unboxing aju complain moga tim avoskin teliti,['kecewa [-3] pesan sesuai [3] deskripsi display foto pesan mes paket skincare loveable exfoliating kit for oily isi skincare salycylic acid serum moisturizer lactic acid sesuai [3] pes moisturizernya salah [-4] lupa me record vidio unboxing aju complain moga tim avoskin teliti'],3,-4,negatif
pakai cekit cekit ya besok pagi langsung glowing oiya pakenya kulit sensitif,"{'classified_text': 'pakai cekit cekit ya besok pagi langsung glowing oiya pakenya kulit sensitif [-2]', 'tweet_text': ' pakai cekit cekit ya besok pagi langsung glowing oiya pakenya kulit sensitif', 'sentence_score': ['pakai cekit cekit ya besok pagi langsung glowing oiya pakenya kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",pakai cekit cekit ya besok pagi langsung glowing oiya pakenya kulit sensitif [-2], pakai cekit cekit ya besok pagi langsung glowing oiya pakenya kulit sensitif,['pakai cekit cekit ya besok pagi langsung glowing oiya pakenya kulit sensitif [-2]'],1,-2,negatif
mantap,"{'classified_text': 'mantap [4]', 'tweet_text': ' mantap', 'sentence_score': ['mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4], mantap,['mantap [4]'],4,-1,positif
beli,"{'classified_text': 'beli', 'tweet_text': ' beli', 'sentence_score': ['beli'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",beli, beli,['beli'],1,-1,netral
botol berapa cocok,"{'classified_text': 'botol berapa cocok [3]', 'tweet_text': ' botol berapa cocok', 'sentence_score': ['botol berapa cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",botol berapa cocok [3], botol berapa cocok,['botol berapa cocok [3]'],3,-1,positif
